Date,Time,Channel Name,Ocean Region,GES ID (octal),Channel Unit ID,Channel Type,SU Type,Burst Frequency Offset (Hz) BFO,Burst Timing Offset (microseconds) BTO
7/03/2014,17:07:10029,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:10197,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:10349,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10600
7/03/2014,17:07:10509,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10600
7/03/2014,17:07:10559,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:10329,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:10989,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:11028,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,10600
7/03/2014,17:07:12748,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:12909,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:13058,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,138,10600
7/03/2014,17:07:13229,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,138,10600
7/03/2014,17:07:13388,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:13548,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:13709,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:13358,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14029,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14188,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14348,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14510,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14559,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:14329,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10600
7/03/2014,17:07:15028,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,138,10600
7/03/2014,17:07:15905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,17:07:15905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,17:07:15905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:15905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:15905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:18905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),132,15600
7/03/2014,17:07:19407,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),132,15660
7/03/2014,17:07:19905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,17:07:23755,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,137,10640
7/03/2014,17:07:23908,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10640
